# Renewables.ninja Wind power (Point API) - 55.680, 12.570 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.68"""," ""lon"": ""12.57"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""100"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity_kW,electricity_MW,capacity_factor,,,,,,,,,
15/11/2019 02.00,15/11/2019 03.00,380620.398,380.620398,0.761240796,,,,,,,,,
15/11/2019 03.00,15/11/2019 04.00,397641.196,397.641196,0.795282392,,,,,,,,,
15/11/2019 04.00,15/11/2019 05.00,430121.508,430.121508,0.860243016,,,,,,,,,
15/11/2019 05.00,15/11/2019 06.00,449741.528,449.741528,0.899483056,,,,,,,,,
15/11/2019 06.00,15/11/2019 07.00,462270.556,462.270556,0.924541112,,,,,,,,,
15/11/2019 07.00,15/11/2019 08.00,468221.757,468.221757,0.936443514,,,,,,,,,
15/11/2019 08.00,15/11/2019 09.00,472896.604,472.896604,0.945793208,,,,,,,,,
15/11/2019 09.00,15/11/2019 10.00,478763.924,478.763924,0.957527848,,,,,,,,,
15/11/2019 10.00,15/11/2019 11.00,481797.097,481.797097,0.963594194,,,,,,,,,
15/11/2019 11.00,15/11/2019 12.00,483040.017,483.040017,0.966080034,,,,,,,,,
15/11/2019 12.00,15/11/2019 13.00,483034.122,483.034122,0.966068244,,,,,,,,,
15/11/2019 13.00,15/11/2019 14.00,483587.121,483.587121,0.967174242,,,,,,,,,
15/11/2019 14.00,15/11/2019 15.00,486312.9,486.3129,0.9726258,,,,,,,,,
15/11/2019 15.00,15/11/2019 16.00,487452.315,487.452315,0.97490463,,,,,,,,,
15/11/2019 16.00,15/11/2019 17.00,484204.851,484.204851,0.968409702,,,,,,,,,
15/11/2019 17.00,15/11/2019 18.00,481155.087,481.155087,0.962310174,,,,,,,,,
15/11/2019 18.00,15/11/2019 19.00,475308.926,475.308926,0.950617852,,,,,,,,,
15/11/2019 19.00,15/11/2019 20.00,467432.139,467.432139,0.934864278,,,,,,,,,
15/11/2019 20.00,15/11/2019 21.00,463598.638,463.598638,0.927197276,,,,,,,,,
15/11/2019 21.00,15/11/2019 22.00,457874.092,457.874092,0.915748184,,,,,,,,,
15/11/2019 22.00,15/11/2019 23.00,447845.551,447.845551,0.895691102,,,,,,,,,
15/11/2019 23.00,16/11/2019 00.00,432275.553,432.275553,0.864551106,,,,,,,,,
16/11/2019 00.00,16/11/2019 01.00,413616.542,413.616542,0.827233084,,,,,,,,,
16/11/2019 01.00,16/11/2019 02.00,394374.794,394.374794,0.788749588,,,,,,,,,
16/11/2019 02.00,16/11/2019 03.00,397121.592,397.121592,0.794243184,,,,,,,,,
16/11/2019 03.00,16/11/2019 04.00,409092.742,409.092742,0.818185484,,,,,,,,,
16/11/2019 04.00,16/11/2019 05.00,391655.457,391.655457,0.783310914,,,,,,,,,
16/11/2019 05.00,16/11/2019 06.00,395125.631,395.125631,0.790251262,,,,,,,,,
16/11/2019 06.00,16/11/2019 07.00,403825.417,403.825417,0.807650834,,,,,,,,,
16/11/2019 07.00,16/11/2019 08.00,390740.45,390.74045,0.7814809,,,,,,,,,
16/11/2019 08.00,16/11/2019 09.00,370585.415,370.585415,0.74117083,,,,,,,,,
16/11/2019 09.00,16/11/2019 10.00,341084.715,341.084715,0.68216943,,,,,,,,,
16/11/2019 10.00,16/11/2019 11.00,293267.334,293.267334,0.586534668,,,,,,,,,
16/11/2019 11.00,16/11/2019 12.00,248985.295,248.985295,0.49797059,,,,,,,,,
16/11/2019 12.00,16/11/2019 13.00,242111.198,242.111198,0.484222396,,,,,,,,,
16/11/2019 13.00,16/11/2019 14.00,279483.84,279.48384,0.55896768,,,,,,,,,
16/11/2019 14.00,16/11/2019 15.00,312100.955,312.100955,0.62420191,,,,,,,,,
16/11/2019 15.00,16/11/2019 16.00,346935.869,346.935869,0.693871738,,,,,,,,,
16/11/2019 16.00,16/11/2019 17.00,380761.004,380.761004,0.761522008,,,,,,,,,
16/11/2019 17.00,16/11/2019 18.00,412040.851,412.040851,0.824081702,,,,,,,,,
16/11/2019 18.00,16/11/2019 19.00,448277.94,448.27794,0.89655588,,,,,,,,,
16/11/2019 19.00,16/11/2019 20.00,470525.997,470.525997,0.941051994,,,,,,,,,
16/11/2019 20.00,16/11/2019 21.00,484768.209,484.768209,0.969536418,,,,,,,,,
16/11/2019 21.00,16/11/2019 22.00,491968.053,491.968053,0.983936106,,,,,,,,,
16/11/2019 22.00,16/11/2019 23.00,494106.942,494.106942,0.988213884,,,,,,,,,
16/11/2019 23.00,17/11/2019 00.00,493718.187,493.718187,0.987436374,,,,,,,,,
17/11/2019 00.00,17/11/2019 01.00,488608.108,488.608108,0.977216216,,,,,,,,,
17/11/2019 01.00,17/11/2019 02.00,480223.383,480.223383,0.960446766,,,,,,,,,
17/11/2019 02.00,17/11/2019 03.00,462919.395,462.919395,0.92583879,,,,,,,,,
17/11/2019 03.00,17/11/2019 04.00,455648.242,455.648242,0.911296484,,,,,,,,,
17/11/2019 04.00,17/11/2019 05.00,435986.375,435.986375,0.87197275,,,,,,,,,
17/11/2019 05.00,17/11/2019 06.00,415544.412,415.544412,0.831088824,,,,,,,,,
17/11/2019 06.00,17/11/2019 07.00,391497.352,391.497352,0.782994704,,,,,,,,,
17/11/2019 07.00,17/11/2019 08.00,348499.666,348.499666,0.696999332,,,,,,,,,
17/11/2019 08.00,17/11/2019 09.00,300611.47,300.61147,0.60122294,,,,,,,,,
17/11/2019 09.00,17/11/2019 10.00,235696.799,235.696799,0.471393598,,,,,,,,,
17/11/2019 10.00,17/11/2019 11.00,161320.842,161.320842,0.322641684,,,,,,,,,
17/11/2019 11.00,17/11/2019 12.00,96228.593,96.228593,0.192457186,,,,,,,,,
17/11/2019 12.00,17/11/2019 13.00,57105.29,57.10529,0.11421058,,,,,,,,,
17/11/2019 13.00,17/11/2019 14.00,39829.209,39.829209,0.079658418,,,,,,,,,
17/11/2019 14.00,17/11/2019 15.00,54017.936,54.017936,0.108035872,,,,,,,,,
17/11/2019 15.00,17/11/2019 16.00,95836.545,95.836545,0.19167309,,,,,,,,,
17/11/2019 16.00,17/11/2019 17.00,159338.14,159.33814,0.31867628,,,,,,,,,
17/11/2019 17.00,17/11/2019 18.00,239700.037,239.700037,0.479400074,,,,,,,,,
17/11/2019 18.00,17/11/2019 19.00,299319.569,299.319569,0.598639138,,,,,,,,,
17/11/2019 19.00,17/11/2019 20.00,319039.897,319.039897,0.638079794,,,,,,,,,
17/11/2019 20.00,17/11/2019 21.00,341086.157,341.086157,0.682172314,,,,,,,,,
17/11/2019 21.00,17/11/2019 22.00,360773.154,360.773154,0.721546308,,,,,,,,,
17/11/2019 22.00,17/11/2019 23.00,393218.659,393.218659,0.786437318,,,,,,,,,
17/11/2019 23.00,18/11/2019 00.00,403028.302,403.028302,0.806056604,,,,,,,,,
18/11/2019 00.00,18/11/2019 01.00,399282.809,399.282809,0.798565618,,,,,,,,,
18/11/2019 01.00,18/11/2019 02.00,401602.5,401.6025,0.803205,,,,,,,,,
18/11/2019 02.00,18/11/2019 03.00,403729.535,403.729535,0.80745907,,,,,,,,,
18/11/2019 03.00,18/11/2019 04.00,400104.43,400.10443,0.80020886,,,,,,,,,
18/11/2019 04.00,18/11/2019 05.00,400401.752,400.401752,0.800803504,,,,,,,,,
18/11/2019 05.00,18/11/2019 06.00,401124.044,401.124044,0.802248088,,,,,,,,,
18/11/2019 06.00,18/11/2019 07.00,399704.881,399.704881,0.799409762,,,,,,,,,
18/11/2019 07.00,18/11/2019 08.00,395408.665,395.408665,0.79081733,,,,,,,,,
18/11/2019 08.00,18/11/2019 09.00,386968.218,386.968218,0.773936436,,,,,,,,,
18/11/2019 09.00,18/11/2019 10.00,376158.664,376.158664,0.752317328,,,,,,,,,
18/11/2019 10.00,18/11/2019 11.00,374514.194,374.514194,0.749028388,,,,,,,,,
18/11/2019 11.00,18/11/2019 12.00,352491.209,352.491209,0.704982418,,,,,,,,,
18/11/2019 12.00,18/11/2019 13.00,325596.667,325.596667,0.651193334,,,,,,,,,
18/11/2019 13.00,18/11/2019 14.00,317721.39,317.72139,0.63544278,,,,,,,,,
18/11/2019 14.00,18/11/2019 15.00,324625.586,324.625586,0.649251172,,,,,,,,,
18/11/2019 15.00,18/11/2019 16.00,344921.098,344.921098,0.689842196,,,,,,,,,
18/11/2019 16.00,18/11/2019 17.00,344457.917,344.457917,0.688915834,,,,,,,,,
18/11/2019 17.00,18/11/2019 18.00,328393.352,328.393352,0.656786704,,,,,,,,,
18/11/2019 18.00,18/11/2019 19.00,315224.348,315.224348,0.630448696,,,,,,,,,
18/11/2019 19.00,18/11/2019 20.00,318336.791,318.336791,0.636673582,,,,,,,,,
18/11/2019 20.00,18/11/2019 21.00,386359.787,386.359787,0.772719574,,,,,,,,,
18/11/2019 21.00,18/11/2019 22.00,393153.472,393.153472,0.786306944,,,,,,,,,
18/11/2019 22.00,18/11/2019 23.00,378525.487,378.525487,0.757050974,,,,,,,,,
18/11/2019 23.00,19/11/2019 00.00,382688.22,382.68822,0.76537644,,,,,,,,,
19/11/2019 00.00,19/11/2019 01.00,405483.725,405.483725,0.81096745,,,,,,,,,
19/11/2019 01.00,19/11/2019 02.00,423561.164,423.561164,0.847122328,,,,,,,,,
19/11/2019 02.00,19/11/2019 03.00,430243.384,430.243384,0.860486768,,,,,,,,,
19/11/2019 03.00,19/11/2019 04.00,420557.934,420.557934,0.841115868,,,,,,,,,
19/11/2019 04.00,19/11/2019 05.00,407508.982,407.508982,0.815017964,,,,,,,,,
19/11/2019 05.00,19/11/2019 06.00,406075.617,406.075617,0.812151234,,,,,,,,,
19/11/2019 06.00,19/11/2019 07.00,391581.081,391.581081,0.783162162,,,,,,,,,
19/11/2019 07.00,19/11/2019 08.00,358919.401,358.919401,0.717838802,,,,,,,,,
19/11/2019 08.00,19/11/2019 09.00,309938.083,309.938083,0.619876166,,,,,,,,,
19/11/2019 09.00,19/11/2019 10.00,262870.657,262.870657,0.525741314,,,,,,,,,
19/11/2019 10.00,19/11/2019 11.00,246288.738,246.288738,0.492577476,,,,,,,,,
19/11/2019 11.00,19/11/2019 12.00,255161.866,255.161866,0.510323732,,,,,,,,,
19/11/2019 12.00,19/11/2019 13.00,288862.876,288.862876,0.577725752,,,,,,,,,
19/11/2019 13.00,19/11/2019 14.00,316544.695,316.544695,0.63308939,,,,,,,,,
19/11/2019 14.00,19/11/2019 15.00,346228.239,346.228239,0.692456478,,,,,,,,,
19/11/2019 15.00,19/11/2019 16.00,386036.262,386.036262,0.772072524,,,,,,,,,
19/11/2019 16.00,19/11/2019 17.00,400117.254,400.117254,0.800234508,,,,,,,,,
19/11/2019 17.00,19/11/2019 18.00,400590.395,400.590395,0.80118079,,,,,,,,,
19/11/2019 18.00,19/11/2019 19.00,395630.404,395.630404,0.791260808,,,,,,,,,
19/11/2019 19.00,19/11/2019 20.00,389553.265,389.553265,0.77910653,,,,,,,,,
19/11/2019 20.00,19/11/2019 21.00,373922.853,373.922853,0.747845706,,,,,,,,,
19/11/2019 21.00,19/11/2019 22.00,351000.716,351.000716,0.702001432,,,,,,,,,
19/11/2019 22.00,19/11/2019 23.00,307119.036,307.119036,0.614238072,,,,,,,,,
19/11/2019 23.00,20/11/2019 00.00,257896.556,257.896556,0.515793112,,,,,,,,,
20/11/2019 00.00,20/11/2019 01.00,220514.057,220.514057,0.441028114,,,,,,,,,
20/11/2019 01.00,20/11/2019 02.00,164976.21,164.97621,0.32995242,,,,,,,,,
20/11/2019 02.00,20/11/2019 03.00,108332.449,108.332449,0.216664898,,,,,,,,,
20/11/2019 03.00,20/11/2019 04.00,67086.579,67.086579,0.134173158,,,,,,,,,
20/11/2019 04.00,20/11/2019 05.00,42888.274,42.888274,0.085776548,,,,,,,,,
20/11/2019 05.00,20/11/2019 06.00,33624.895,33.624895,0.06724979,,,,,,,,,
20/11/2019 06.00,20/11/2019 07.00,43024.23,43.02423,0.08604846,,,,,,,,,
20/11/2019 07.00,20/11/2019 08.00,62727.106,62.727106,0.125454212,,,,,,,,,
20/11/2019 08.00,20/11/2019 09.00,79785.048,79.785048,0.159570096,,,,,,,,,
20/11/2019 09.00,20/11/2019 10.00,90599.773,90.599773,0.181199546,,,,,,,,,
20/11/2019 10.00,20/11/2019 11.00,99556.371,99.556371,0.199112742,,,,,,,,,
20/11/2019 11.00,20/11/2019 12.00,122614.621,122.614621,0.245229242,,,,,,,,,
20/11/2019 12.00,20/11/2019 13.00,158492.088,158.492088,0.316984176,,,,,,,,,
20/11/2019 13.00,20/11/2019 14.00,201783.463,201.783463,0.403566926,,,,,,,,,
20/11/2019 14.00,20/11/2019 15.00,242226.344,242.226344,0.484452688,,,,,,,,,
20/11/2019 15.00,20/11/2019 16.00,280537.27,280.53727,0.56107454,,,,,,,,,
20/11/2019 16.00,20/11/2019 17.00,333912.45,333.91245,0.6678249,,,,,,,,,
20/11/2019 17.00,20/11/2019 18.00,369349.177,369.349177,0.738698354,,,,,,,,,
20/11/2019 18.00,20/11/2019 19.00,366291.006,366.291006,0.732582012,,,,,,,,,
20/11/2019 19.00,20/11/2019 20.00,350547.889,350.547889,0.701095778,,,,,,,,,
20/11/2019 20.00,20/11/2019 21.00,339576.023,339.576023,0.679152046,,,,,,,,,
20/11/2019 21.00,20/11/2019 22.00,330511.773,330.511773,0.661023546,,,,,,,,,
20/11/2019 22.00,20/11/2019 23.00,307663.094,307.663094,0.615326188,,,,,,,,,
20/11/2019 23.00,21/11/2019 00.00,266524.619,266.524619,0.533049238,,,,,,,,,
21/11/2019 00.00,21/11/2019 01.00,226059.378,226.059378,0.452118756,,,,,,,,,
21/11/2019 01.00,21/11/2019 02.00,188126.552,188.126552,0.376253104,,,,,,,,,
21/11/2019 02.00,21/11/2019 03.00,161470.041,161.470041,0.322940082,,,,,,,,,
21/11/2019 03.00,21/11/2019 04.00,144446.571,144.446571,0.288893142,,,,,,,,,
21/11/2019 04.00,21/11/2019 05.00,138093.023,138.093023,0.276186046,,,,,,,,,
21/11/2019 05.00,21/11/2019 06.00,144458.404,144.458404,0.288916808,,,,,,,,,
21/11/2019 06.00,21/11/2019 07.00,168444.644,168.444644,0.336889288,,,,,,,,,
21/11/2019 07.00,21/11/2019 08.00,200241.957,200.241957,0.400483914,,,,,,,,,
21/11/2019 08.00,21/11/2019 09.00,231766,231.766,0.463532,,,,,,,,,
21/11/2019 09.00,21/11/2019 10.00,240793.573,240.793573,0.481587146,,,,,,,,,
21/11/2019 10.00,21/11/2019 11.00,233153.539,233.153539,0.466307078,,,,,,,,,
21/11/2019 11.00,21/11/2019 12.00,259122.122,259.122122,0.518244244,,,,,,,,,
21/11/2019 12.00,21/11/2019 13.00,273241.59,273.24159,0.54648318,,,,,,,,,
21/11/2019 13.00,21/11/2019 14.00,295672.021,295.672021,0.591344042,,,,,,,,,
21/11/2019 14.00,21/11/2019 15.00,332898.719,332.898719,0.665797438,,,,,,,,,
21/11/2019 15.00,21/11/2019 16.00,360013.559,360.013559,0.720027118,,,,,,,,,
21/11/2019 16.00,21/11/2019 17.00,376558.058,376.558058,0.753116116,,,,,,,,,
21/11/2019 17.00,21/11/2019 18.00,382839.095,382.839095,0.76567819,,,,,,,,,
21/11/2019 18.00,21/11/2019 19.00,395804.44,395.80444,0.79160888,,,,,,,,,
21/11/2019 19.00,21/11/2019 20.00,396595.942,396.595942,0.793191884,,,,,,,,,
21/11/2019 20.00,21/11/2019 21.00,395939.014,395.939014,0.791878028,,,,,,,,,
21/11/2019 21.00,21/11/2019 22.00,389523.39,389.52339,0.77904678,,,,,,,,,
21/11/2019 22.00,21/11/2019 23.00,392343.319,392.343319,0.784686638,,,,,,,,,
21/11/2019 23.00,22/11/2019 00.00,394102.048,394.102048,0.788204096,,,,,,,,,
22/11/2019 00.00,22/11/2019 01.00,396641.013,396.641013,0.793282026,,,,,,,,,
22/11/2019 01.00,22/11/2019 02.00,398095.339,398.095339,0.796190678,,,,,,,,,
22/11/2019 02.00,22/11/2019 03.00,399282.97,399.28297,0.79856594,,,,,,,,,
22/11/2019 03.00,22/11/2019 04.00,403077.126,403.077126,0.806154252,,,,,,,,,
22/11/2019 04.00,22/11/2019 05.00,397939.321,397.939321,0.795878642,,,,,,,,,
22/11/2019 05.00,22/11/2019 06.00,387845.432,387.845432,0.775690864,,,,,,,,,
22/11/2019 06.00,22/11/2019 07.00,368358.945,368.358945,0.73671789,,,,,,,,,
22/11/2019 07.00,22/11/2019 08.00,362288.516,362.288516,0.724577032,,,,,,,,,
22/11/2019 08.00,22/11/2019 09.00,326205.624,326.205624,0.652411248,,,,,,,,,
22/11/2019 09.00,22/11/2019 10.00,262806.426,262.806426,0.525612852,,,,,,,,,
22/11/2019 10.00,22/11/2019 11.00,204944.53,204.94453,0.40988906,,,,,,,,,
22/11/2019 11.00,22/11/2019 12.00,182133.358,182.133358,0.364266716,,,,,,,,,
22/11/2019 12.00,22/11/2019 13.00,183463.886,183.463886,0.366927772,,,,,,,,,
22/11/2019 13.00,22/11/2019 14.00,184362.522,184.362522,0.368725044,,,,,,,,,
22/11/2019 14.00,22/11/2019 15.00,206374.771,206.374771,0.412749542,,,,,,,,,
22/11/2019 15.00,22/11/2019 16.00,242105.524,242.105524,0.484211048,,,,,,,,,
22/11/2019 16.00,22/11/2019 17.00,266681.87,266.68187,0.53336374,,,,,,,,,
22/11/2019 17.00,22/11/2019 18.00,285969.662,285.969662,0.571939324,,,,,,,,,
22/11/2019 18.00,22/11/2019 19.00,280623.144,280.623144,0.561246288,,,,,,,,,
22/11/2019 19.00,22/11/2019 20.00,280046.39,280.04639,0.56009278,,,,,,,,,
22/11/2019 20.00,22/11/2019 21.00,291494.947,291.494947,0.582989894,,,,,,,,,
22/11/2019 21.00,22/11/2019 22.00,296322.961,296.322961,0.592645922,,,,,,,,,
22/11/2019 22.00,22/11/2019 23.00,297525.046,297.525046,0.595050092,,,,,,,,,
22/11/2019 23.00,23/11/2019 00.00,326646.809,326.646809,0.653293618,,,,,,,,,
23/11/2019 00.00,23/11/2019 01.00,362108.72,362.10872,0.72421744,,,,,,,,,
23/11/2019 01.00,23/11/2019 02.00,384104.469,384.104469,0.768208938,,,,,,,,,
23/11/2019 02.00,23/11/2019 03.00,394824.59,394.82459,0.78964918,,,,,,,,,
23/11/2019 03.00,23/11/2019 04.00,385016.16,385.01616,0.77003232,,,,,,,,,
23/11/2019 04.00,23/11/2019 05.00,376161.761,376.161761,0.752323522,,,,,,,,,
23/11/2019 05.00,23/11/2019 06.00,386871.487,386.871487,0.773742974,,,,,,,,,
23/11/2019 06.00,23/11/2019 07.00,387855.396,387.855396,0.775710792,,,,,,,,,
23/11/2019 07.00,23/11/2019 08.00,386641.735,386.641735,0.77328347,,,,,,,,,
23/11/2019 08.00,23/11/2019 09.00,401068.408,401.068408,0.802136816,,,,,,,,,
23/11/2019 09.00,23/11/2019 10.00,410278.521,410.278521,0.820557042,,,,,,,,,
23/11/2019 10.00,23/11/2019 11.00,416974.843,416.974843,0.833949686,,,,,,,,,
23/11/2019 11.00,23/11/2019 12.00,420139.967,420.139967,0.840279934,,,,,,,,,
23/11/2019 12.00,23/11/2019 13.00,421906.366,421.906366,0.843812732,,,,,,,,,
23/11/2019 13.00,23/11/2019 14.00,419370.629,419.370629,0.838741258,,,,,,,,,
23/11/2019 14.00,23/11/2019 15.00,424279.758,424.279758,0.848559516,,,,,,,,,
23/11/2019 15.00,23/11/2019 16.00,434044.495,434.044495,0.86808899,,,,,,,,,
23/11/2019 16.00,23/11/2019 17.00,438685.213,438.685213,0.877370426,,,,,,,,,
23/11/2019 17.00,23/11/2019 18.00,440704.601,440.704601,0.881409202,,,,,,,,,
23/11/2019 18.00,23/11/2019 19.00,438324.281,438.324281,0.876648562,,,,,,,,,
23/11/2019 19.00,23/11/2019 20.00,432318.762,432.318762,0.864637524,,,,,,,,,
23/11/2019 20.00,23/11/2019 21.00,424774.822,424.774822,0.849549644,,,,,,,,,
23/11/2019 21.00,23/11/2019 22.00,422926.864,422.926864,0.845853728,,,,,,,,,
23/11/2019 22.00,23/11/2019 23.00,423484.577,423.484577,0.846969154,,,,,,,,,
23/11/2019 23.00,24/11/2019 00.00,422056.518,422.056518,0.844113036,,,,,,,,,
24/11/2019 00.00,24/11/2019 01.00,423412.593,423.412593,0.846825186,,,,,,,,,
24/11/2019 01.00,24/11/2019 02.00,430136.466,430.136466,0.860272932,,,,,,,,,
24/11/2019 02.00,24/11/2019 03.00,435985.171,435.985171,0.871970342,,,,,,,,,
24/11/2019 03.00,24/11/2019 04.00,436190.475,436.190475,0.87238095,,,,,,,,,
24/11/2019 04.00,24/11/2019 05.00,437805.721,437.805721,0.875611442,,,,,,,,,
24/11/2019 05.00,24/11/2019 06.00,437880.291,437.880291,0.875760582,,,,,,,,,
24/11/2019 06.00,24/11/2019 07.00,438433.891,438.433891,0.876867782,,,,,,,,,
24/11/2019 07.00,24/11/2019 08.00,436235.89,436.23589,0.87247178,,,,,,,,,
24/11/2019 08.00,24/11/2019 09.00,433215.602,433.215602,0.866431204,,,,,,,,,
24/11/2019 09.00,24/11/2019 10.00,426364.184,426.364184,0.852728368,,,,,,,,,
24/11/2019 10.00,24/11/2019 11.00,421743.807,421.743807,0.843487614,,,,,,,,,
24/11/2019 11.00,24/11/2019 12.00,415905.722,415.905722,0.831811444,,,,,,,,,
24/11/2019 12.00,24/11/2019 13.00,411799.54,411.79954,0.82359908,,,,,,,,,
24/11/2019 13.00,24/11/2019 14.00,406205.02,406.20502,0.81241004,,,,,,,,,
24/11/2019 14.00,24/11/2019 15.00,401205.25,401.20525,0.8024105,,,,,,,,,
24/11/2019 15.00,24/11/2019 16.00,401285.821,401.285821,0.802571642,,,,,,,,,
24/11/2019 16.00,24/11/2019 17.00,398207.762,398.207762,0.796415524,,,,,,,,,
24/11/2019 17.00,24/11/2019 18.00,387684.734,387.684734,0.775369468,,,,,,,,,
24/11/2019 18.00,24/11/2019 19.00,380757.838,380.757838,0.761515676,,,,,,,,,
24/11/2019 19.00,24/11/2019 20.00,365799.464,365.799464,0.731598928,,,,,,,,,
24/11/2019 20.00,24/11/2019 21.00,351947.84,351.94784,0.70389568,,,,,,,,,
24/11/2019 21.00,24/11/2019 22.00,341726.545,341.726545,0.68345309,,,,,,,,,
24/11/2019 22.00,24/11/2019 23.00,330511.817,330.511817,0.661023634,,,,,,,,,
24/11/2019 23.00,25/11/2019 00.00,323129.973,323.129973,0.646259946,,,,,,,,,
25/11/2019 00.00,25/11/2019 01.00,330739.222,330.739222,0.661478444,,,,,,,,,
25/11/2019 01.00,25/11/2019 02.00,325271.184,325.271184,0.650542368,,,,,,,,,
25/11/2019 02.00,25/11/2019 03.00,306387.984,306.387984,0.612775968,,,,,,,,,
25/11/2019 03.00,25/11/2019 04.00,287301.523,287.301523,0.574603046,,,,,,,,,
25/11/2019 04.00,25/11/2019 05.00,285552.398,285.552398,0.571104796,,,,,,,,,
25/11/2019 05.00,25/11/2019 06.00,285925.522,285.925522,0.571851044,,,,,,,,,
25/11/2019 06.00,25/11/2019 07.00,292802.444,292.802444,0.585604888,,,,,,,,,
25/11/2019 07.00,25/11/2019 08.00,292278.665,292.278665,0.58455733,,,,,,,,,
25/11/2019 08.00,25/11/2019 09.00,292288.358,292.288358,0.584576716,,,,,,,,,
25/11/2019 09.00,25/11/2019 10.00,296861.447,296.861447,0.593722894,,,,,,,,,
25/11/2019 10.00,25/11/2019 11.00,277890.382,277.890382,0.555780764,,,,,,,,,
25/11/2019 11.00,25/11/2019 12.00,252699.873,252.699873,0.505399746,,,,,,,,,
25/11/2019 12.00,25/11/2019 13.00,233531.907,233.531907,0.467063814,,,,,,,,,
25/11/2019 13.00,25/11/2019 14.00,224973.319,224.973319,0.449946638,,,,,,,,,
25/11/2019 14.00,25/11/2019 15.00,217153.889,217.153889,0.434307778,,,,,,,,,
25/11/2019 15.00,25/11/2019 16.00,222123.956,222.123956,0.444247912,,,,,,,,,
25/11/2019 16.00,25/11/2019 17.00,241343.011,241.343011,0.482686022,,,,,,,,,
25/11/2019 17.00,25/11/2019 18.00,246922.324,246.922324,0.493844648,,,,,,,,,
25/11/2019 18.00,25/11/2019 19.00,235387.707,235.387707,0.470775414,,,,,,,,,
25/11/2019 19.00,25/11/2019 20.00,220113.957,220.113957,0.440227914,,,,,,,,,
25/11/2019 20.00,25/11/2019 21.00,196565.708,196.565708,0.393131416,,,,,,,,,
25/11/2019 21.00,25/11/2019 22.00,181917.985,181.917985,0.36383597,,,,,,,,,
25/11/2019 22.00,25/11/2019 23.00,172977.877,172.977877,0.345955754,,,,,,,,,
25/11/2019 23.00,26/11/2019 00.00,167836.694,167.836694,0.335673388,,,,,,,,,
26/11/2019 00.00,26/11/2019 01.00,165801.167,165.801167,0.331602334,,,,,,,,,
26/11/2019 01.00,26/11/2019 02.00,170849.437,170.849437,0.341698874,,,,,,,,,
26/11/2019 02.00,26/11/2019 03.00,173618.514,173.618514,0.347237028,,,,,,,,,
26/11/2019 03.00,26/11/2019 04.00,178100.716,178.100716,0.356201432,,,,,,,,,
26/11/2019 04.00,26/11/2019 05.00,188406.88,188.40688,0.37681376,,,,,,,,,
26/11/2019 05.00,26/11/2019 06.00,198898.475,198.898475,0.39779695,,,,,,,,,
26/11/2019 06.00,26/11/2019 07.00,207614.536,207.614536,0.415229072,,,,,,,,,
26/11/2019 07.00,26/11/2019 08.00,218362.09,218.36209,0.43672418,,,,,,,,,
26/11/2019 08.00,26/11/2019 09.00,221306.314,221.306314,0.442612628,,,,,,,,,
26/11/2019 09.00,26/11/2019 10.00,209790.583,209.790583,0.419581166,,,,,,,,,
26/11/2019 10.00,26/11/2019 11.00,203640.431,203.640431,0.407280862,,,,,,,,,
26/11/2019 11.00,26/11/2019 12.00,209789.802,209.789802,0.419579604,,,,,,,,,
26/11/2019 12.00,26/11/2019 13.00,183466.008,183.466008,0.366932016,,,,,,,,,
26/11/2019 13.00,26/11/2019 14.00,159650.918,159.650918,0.319301836,,,,,,,,,
26/11/2019 14.00,26/11/2019 15.00,154605.741,154.605741,0.309211482,,,,,,,,,
26/11/2019 15.00,26/11/2019 16.00,156363.803,156.363803,0.312727606,,,,,,,,,
26/11/2019 16.00,26/11/2019 17.00,161220.767,161.220767,0.322441534,,,,,,,,,
26/11/2019 17.00,26/11/2019 18.00,164691.55,164.69155,0.3293831,,,,,,,,,
26/11/2019 18.00,26/11/2019 19.00,168504.094,168.504094,0.337008188,,,,,,,,,
26/11/2019 19.00,26/11/2019 20.00,172845.468,172.845468,0.345690936,,,,,,,,,
26/11/2019 20.00,26/11/2019 21.00,184149.75,184.14975,0.3682995,,,,,,,,,
26/11/2019 21.00,26/11/2019 22.00,190427.492,190.427492,0.380854984,,,,,,,,,
26/11/2019 22.00,26/11/2019 23.00,192821.375,192.821375,0.38564275,,,,,,,,,
26/11/2019 23.00,27/11/2019 00.00,189466.413,189.466413,0.378932826,,,,,,,,,
27/11/2019 00.00,27/11/2019 01.00,197537.127,197.537127,0.395074254,,,,,,,,,
27/11/2019 01.00,27/11/2019 02.00,202550.238,202.550238,0.405100476,,,,,,,,,
27/11/2019 02.00,27/11/2019 03.00,214383.364,214.383364,0.428766728,,,,,,,,,
